street,hero_hand,spr,in_position,num_players,board_texture,action_history
preflop,8s7s,10.0,0,13,empty,C
preflop,KdQh,10.0,0,13,empty,R
preflop,TdAd,10.0,0,13,empty,R
preflop,KdAd,10.0,0,13,empty,R
preflop,Ad8d,10.0,0,13,empty,C
preflop,KhKs,10.0,0,13,empty,R
preflop,8c8h,10.0,0,13,empty,C
preflop,Tc7d,10.0,0,11,empty,C
preflop,8s6s,10.0,0,13,empty,R
preflop,JsAs,10.0,0,12,empty,C
preflop,2hAh,10.0,0,12,empty,C
preflop,8sJs,10.0,0,13,empty,C
preflop,9sAs,10.0,0,13,empty,C
preflop,Jd7d,10.0,0,13,empty,R
preflop,5cTc,10.0,0,13,empty,R
preflop,7cAd,10.0,0,13,empty,C
preflop,6c6d,10.0,0,13,empty,C
preflop,9cAh,10.0,0,13,empty,R
preflop,JdAs,10.0,0,13,empty,C
preflop,8c8h,10.0,0,12,empty,C
preflop,KhKd,10.0,0,12,empty,R
preflop,9sQd,10.0,0,13,empty,R
preflop,JhJd,10.0,0,12,empty,R
preflop,Kc3c,10.0,0,13,empty,C
preflop,JsKs,10.0,0,11,empty,R
preflop,KhQd,10.0,0,11,empty,R
preflop,Qd9c,10.0,0,13,empty,R
preflop,7dAd,10.0,0,13,empty,R
preflop,3s3d,10.0,0,13,empty,R
preflop,Kc2h,10.0,0,13,empty,R
preflop,QhAs,10.0,0,13,empty,R
preflop,QdAd,10.0,0,12,empty,R
preflop,KhJs,10.0,0,13,empty,R
preflop,7cAs,10.0,0,13,empty,C
preflop,8sTs,10.0,0,13,empty,C
preflop,JdJh,10.0,0,13,empty,C
preflop,Kd5d,10.0,0,13,empty,C
preflop,8s7c,10.0,0,13,empty,C
preflop,Ah5h,10.0,0,9,empty,C
preflop,9h8h,10.0,0,9,empty,C
preflop,QcJc,10.0,0,12,empty,C
preflop,JsTs,10.0,0,12,empty,R
preflop,9d8d,10.0,0,13,empty,C
preflop,Qh7h,10.0,0,13,empty,C
preflop,4s4d,10.0,0,13,empty,C
preflop,8s9s,10.0,0,13,empty,R
preflop,Ks4h,10.0,0,13,empty,C
preflop,5d7d,10.0,0,13,empty,C
preflop,3s4s,10.0,0,11,empty,C
preflop,As7s,10.0,0,12,empty,R
preflop,8cKd,10.0,0,13,empty,C
preflop,8sAh,10.0,0,13,empty,R
preflop,AsJc,10.0,0,13,empty,R
preflop,7h5s,10.0,0,13,empty,C
preflop,5d4d,10.0,0,11,empty,R
preflop,JsAc,10.0,0,12,empty,C
preflop,KdAd,10.0,0,12,empty,R
preflop,8sAs,10.0,0,13,empty,C
preflop,AdQd,10.0,0,12,empty,R
preflop,Kc5c,10.0,0,11,empty,C
preflop,KcTc,10.0,0,12,empty,C
preflop,KcQc,10.0,0,12,empty,C
preflop,AhAd,10.0,0,13,empty,R
preflop,7s8c,10.0,0,13,empty,C
preflop,TdKd,10.0,0,13,empty,R
preflop,6cAh,10.0,0,13,empty,C
preflop,9h9d,10.0,0,13,empty,R
preflop,AhTd,10.0,0,9,empty,C
preflop,QhAc,10.0,0,9,empty,R
preflop,As5s,10.0,0,13,empty,R
preflop,KsQs,10.0,0,13,empty,R
preflop,KsAd,10.0,0,13,empty,R
preflop,Kd8s,10.0,0,13,empty,C
preflop,Kc3c,10.0,0,12,empty,C
preflop,KcTc,10.0,0,12,empty,C
preflop,6hAh,10.0,0,13,empty,C
preflop,3d3s,10.0,0,13,empty,C
preflop,Qs3h,10.0,0,13,empty,C
preflop,QdJc,10.0,0,13,empty,R
preflop,TcTs,10.0,0,13,empty,C
preflop,Ts9s,10.0,0,13,empty,R
preflop,9sQd,10.0,0,12,empty,C
preflop,9h2h,10.0,0,13,empty,C
preflop,3cKs,10.0,0,12,empty,C
preflop,8s9d,10.0,0,12,empty,C
preflop,KcKh,10.0,0,11,empty,R
preflop,JhTs,10.0,0,13,empty,R
preflop,Ac2h,10.0,0,13,empty,C
preflop,Ac6c,10.0,0,13,empty,C
preflop,3s6s,10.0,0,13,empty,C
preflop,Ad2d,10.0,0,13,empty,R
preflop,8dJd,10.0,0,12,empty,C
preflop,6h7h,10.0,0,12,empty,C
preflop,7sKs,10.0,0,13,empty,C
preflop,7h7d,10.0,0,13,empty,R
preflop,JhQh,10.0,0,13,empty,C
preflop,5c8c,10.0,0,13,empty,C
preflop,Tc9c,10.0,0,12,empty,R
preflop,7s7h,10.0,0,12,empty,C
preflop,As3s,10.0,0,13,empty,R
preflop,5s7s,10.0,0,13,empty,C
preflop,7h8s,10.0,0,13,empty,C
preflop,4sAh,10.0,0,13,empty,R
preflop,8cJh,10.0,0,12,empty,R
preflop,Th9c,10.0,0,11,empty,C
preflop,9h8d,10.0,0,13,empty,C
preflop,Kd3d,10.0,0,13,empty,C
preflop,6sAs,10.0,0,13,empty,R
preflop,7dTd,10.0,0,13,empty,R
preflop,KdKc,10.0,0,12,empty,R
preflop,JcJh,10.0,0,11,empty,R
preflop,Ah8s,10.0,0,13,empty,C
preflop,JhTc,10.0,0,13,empty,C
preflop,8hAh,10.0,0,13,empty,C
preflop,TcAs,10.0,0,13,empty,R
preflop,JcJh,10.0,0,13,empty,R
preflop,9c9d,10.0,0,13,empty,C
preflop,JcQc,10.0,0,13,empty,R
